format,condition,curve_type,task,estimate_position,median,q25,q75,band_label
unrestricted,baseline,task_median,giraffes,0.25125125125125125,-0.0109755118046992,,,
unrestricted,baseline,task_median,giraffes,0.25225225225225223,-0.010928264659607945,,,
unrestricted,baseline,task_median,giraffes,0.25325325325325326,-0.010881017514516683,,,
unrestricted,baseline,task_median,giraffes,0.25425425425425424,-0.010833770369425429,,,
unrestricted,baseline,task_median,giraffes,0.2552552552552553,-0.01078652322433417,,,
unrestricted,baseline,task_median,giraffes,0.25625625625625625,-0.010739276079242912,,,
unrestricted,baseline,task_median,giraffes,0.25725725725725723,-0.010692028934151655,,,
unrestricted,baseline,task_median,giraffes,0.25825825825825827,-0.010644781789060396,,,
unrestricted,baseline,task_median,giraffes,0.25925925925925924,-0.010597534643969137,,,
unrestricted,baseline,task_median,giraffes,0.2602602602602603,-0.010550287498877878,,,
unrestricted,baseline,task_median,giraffes,0.26126126126126126,-0.010503040353786623,,,
unrestricted,baseline,task_median,giraffes,0.26226226226226224,-0.010455793208695366,,,
unrestricted,baseline,task_median,giraffes,0.26326326326326327,-0.010408546063604108,,,
unrestricted,baseline,task_median,giraffes,0.26426426426426425,-0.010361298918512849,,,
unrestricted,baseline,task_median,giraffes,0.2652652652652653,-0.01031405177342159,,,
unrestricted,baseline,task_median,giraffes,0.26626626626626626,-0.010266804628330333,,,
unrestricted,baseline,task_median,giraffes,0.26726726726726724,-0.010219557483239078,,,
unrestricted,baseline,task_median,giraffes,0.2682682682682683,-0.010172310338147816,,,
unrestricted,baseline,task_median,giraffes,0.26926926926926925,-0.01012506319305656,,,
unrestricted,baseline,task_median,giraffes,0.2702702702702703,-0.010077816047965302,,,
unrestricted,baseline,task_median,giraffes,0.27127127127127126,-0.010030568902874045,,,
unrestricted,baseline,task_median,giraffes,0.27227227227227224,-0.009983321757782786,,,
unrestricted,baseline,task_median,giraffes,0.2732732732732733,-0.009936074612691527,,,
unrestricted,baseline,task_median,giraffes,0.27427427427427425,-0.009888827467600272,,,
unrestricted,baseline,task_median,giraffes,0.2752752752752753,-0.00984158032250901,,,
unrestricted,baseline,task_median,giraffes,0.27627627627627627,-0.009794333177417756,,,
unrestricted,baseline,task_median,giraffes,0.2772772772772773,-0.009747086032326494,,,
unrestricted,baseline,task_median,giraffes,0.2782782782782783,-0.009699838887235239,,,
unrestricted,baseline,task_median,giraffes,0.27927927927927926,-0.009652591742143982,,,
unrestricted,baseline,task_median,giraffes,0.2802802802802803,-0.009605344597052723,,,
unrestricted,baseline,task_median,giraffes,0.28128128128128127,-0.009558097451961465,,,
unrestricted,baseline,task_median,giraffes,0.2822822822822823,-0.009510850306870206,,,
unrestricted,baseline,task_median,giraffes,0.2832832832832833,-0.00946360316177895,,,
unrestricted,baseline,task_median,giraffes,0.28428428428428426,-0.009416356016687694,,,
unrestricted,baseline,task_median,giraffes,0.2852852852852853,-0.009369108871596435,,,
unrestricted,baseline,task_median,giraffes,0.2862862862862863,-0.009321861726505176,,,
unrestricted,baseline,task_median,giraffes,0.2872872872872873,-0.009274614581413917,,,
unrestricted,baseline,task_median,giraffes,0.2882882882882883,-0.009227367436322659,,,
unrestricted,baseline,task_median,giraffes,0.28928928928928926,-0.009180120291231405,,,
unrestricted,baseline,task_median,giraffes,0.2902902902902903,-0.009132873146140143,,,
unrestricted,baseline,task_median,giraffes,0.2912912912912913,-0.009085626001048888,,,
unrestricted,baseline,task_median,giraffes,0.2922922922922923,-0.009038378855957629,,,
unrestricted,baseline,task_median,giraffes,0.2932932932932933,-0.008991131710866372,,,
unrestricted,baseline,task_median,giraffes,0.29429429429429427,-0.008943884565775113,,,
unrestricted,baseline,task_median,giraffes,0.2952952952952953,-0.008896637420683855,,,
unrestricted,baseline,task_median,giraffes,0.2962962962962963,-0.0088493902755926,,,
unrestricted,baseline,task_median,giraffes,0.2972972972972973,-0.008802143130501337,,,
unrestricted,baseline,task_median,giraffes,0.2982982982982983,-0.008754895985410084,,,
unrestricted,baseline,task_median,giraffes,0.29929929929929927,-0.008707648840318825,,,
unrestricted,baseline,task_median,giraffes,0.3003003003003003,-0.008660401695227566,,,
unrestricted,baseline,task_median,giraffes,0.3013013013013013,-0.00861315455013631,,,
unrestricted,baseline,task_median,giraffes,0.3023023023023023,-0.00856590740504505,,,
unrestricted,baseline,task_median,giraffes,0.3033033033033033,-0.008518660259953792,,,
unrestricted,baseline,task_median,giraffes,0.30430430430430433,-0.008471413114862533,,,
unrestricted,baseline,task_median,giraffes,0.3053053053053053,-0.008424165969771278,,,
unrestricted,baseline,task_median,giraffes,0.3063063063063063,-0.008376918824680021,,,
unrestricted,baseline,task_median,giraffes,0.3073073073073073,-0.008329671679588762,,,
unrestricted,baseline,task_median,giraffes,0.3083083083083083,-0.008282424534497504,,,
unrestricted,baseline,task_median,giraffes,0.30930930930930933,-0.008235177389406245,,,
unrestricted,baseline,task_median,giraffes,0.3103103103103103,-0.008187930244314986,,,
unrestricted,baseline,task_median,giraffes,0.3113113113113113,-0.008140683099223733,,,
unrestricted,baseline,task_median,giraffes,0.3123123123123123,-0.00809343595413247,,,
unrestricted,baseline,task_median,giraffes,0.3133133133133133,-0.008046188809041215,,,
unrestricted,baseline,task_median,giraffes,0.31431431431431434,-0.007998941663949957,,,
unrestricted,baseline,task_median,giraffes,0.3153153153153153,-0.0079516945188587,,,
unrestricted,baseline,task_median,giraffes,0.3163163163163163,-0.00790444737376744,,,
unrestricted,baseline,task_median,giraffes,0.3173173173173173,-0.007857200228676182,,,
unrestricted,baseline,task_median,giraffes,0.3183183183183183,-0.007809953083584923,,,
unrestricted,baseline,task_median,giraffes,0.31931931931931934,-0.007762705938493665,,,
unrestricted,baseline,task_median,giraffes,0.3203203203203203,-0.007715458793402411,,,
unrestricted,baseline,task_median,giraffes,0.3213213213213213,-0.0076682116483111525,,,
unrestricted,baseline,task_median,giraffes,0.32232232232232233,-0.007620964503219894,,,
unrestricted,baseline,task_median,giraffes,0.3233233233233233,-0.007573717358128635,,,
unrestricted,baseline,task_median,giraffes,0.32432432432432434,-0.007526470213037378,,,
unrestricted,baseline,task_median,giraffes,0.3253253253253253,-0.007479223067946119,,,
unrestricted,baseline,task_median,giraffes,0.3263263263263263,-0.007431975922854864,,,
unrestricted,baseline,task_median,giraffes,0.32732732732732733,-0.007384728777763602,,,
unrestricted,baseline,task_median,giraffes,0.3283283283283283,-0.007337481632672348,,,
unrestricted,baseline,task_median,giraffes,0.32932932932932935,-0.00729023448758109,,,
unrestricted,baseline,task_median,giraffes,0.3303303303303303,-0.007242987342489831,,,
unrestricted,baseline,task_median,giraffes,0.3313313313313313,-0.007195740197398572,,,
unrestricted,baseline,task_median,giraffes,0.33233233233233234,-0.0071484930523073135,,,
unrestricted,baseline,task_median,giraffes,0.3333333333333333,-0.00710124590721606,,,
unrestricted,baseline,task_median,giraffes,0.33433433433433435,-0.007053998762124798,,,
unrestricted,baseline,task_median,giraffes,0.3353353353353353,-0.007006751617033543,,,
unrestricted,baseline,task_median,giraffes,0.3363363363363363,-0.006959504471942286,,,
